match_id,venue,team_1,team_2,match_type,toss_winner,toss_decision,match_winner
1000887,"Brisbane Cricket Ground, Woolloongabba",Australia,Pakistan,ODI,Australia,bat,Australia
1000889,Melbourne Cricket Ground,Australia,Pakistan,ODI,Australia,bat,Pakistan
1000891,Western Australia Cricket Association Ground,Australia,Pakistan,ODI,Australia,field,Australia
1000893,Sydney Cricket Ground,Australia,Pakistan,ODI,Australia,bat,Australia
1000895,Adelaide Oval,Australia,Pakistan,ODI,Australia,bat,Australia
1001371,Sydney Cricket Ground,Australia,New Zealand,ODI,Australia,bat,Australia
1001373,Manuka Oval,Australia,New Zealand,ODI,New Zealand,field,Australia
1001375,Melbourne Cricket Ground,Australia,New Zealand,ODI,Australia,bat,Australia
1004283,"Grange Cricket Club Ground, Raeburn Place",Scotland,Hong Kong,ODI,Hong Kong,field,Unknown
1004285,"Grange Cricket Club Ground, Raeburn Place",Scotland,Hong Kong,ODI,Scotland,bat,Scotland
1007649,Harare Sports Club,Zimbabwe,India,ODI,India,field,India
1007651,Harare Sports Club,Zimbabwe,India,ODI,India,field,India
1007653,Harare Sports Club,Zimbabwe,India,ODI,Zimbabwe,bat,India
1019973,Hagley Oval,New Zealand,Bangladesh,ODI,New Zealand,bat,New Zealand
1019975,Saxton Oval,New Zealand,Bangladesh,ODI,Bangladesh,field,New Zealand
1019977,Saxton Oval,New Zealand,Bangladesh,ODI,Bangladesh,bat,New Zealand
1020013,Eden Park,New Zealand,Australia,ODI,Australia,field,New Zealand
1020017,Seddon Park,New Zealand,Australia,ODI,New Zealand,bat,New Zealand
1020031,Seddon Park,New Zealand,South Africa,ODI,South Africa,field,South Africa
1020033,Hagley Oval,New Zealand,South Africa,ODI,South Africa,field,New Zealand
1020035,Westpac Stadium,New Zealand,South Africa,ODI,South Africa,bat,South Africa
1020037,Seddon Park,New Zealand,South Africa,ODI,South Africa,bat,New Zealand
1020039,Eden Park,New Zealand,South Africa,ODI,South Africa,field,South Africa
1022347,Kennington Oval,England,Bangladesh,ODI,England,field,England
1022349,Edgbaston,Australia,New Zealand,ODI,New Zealand,bat,Unknown
1022351,Kennington Oval,South Africa,Sri Lanka,ODI,Sri Lanka,field,South Africa
1022353,Edgbaston,India,Pakistan,ODI,Pakistan,field,India
1022355,Kennington Oval,Australia,Bangladesh,ODI,Bangladesh,bat,Unknown
1022357,Sophia Gardens,England,New Zealand,ODI,New Zealand,field,England
1022359,Edgbaston,Pakistan,South Africa,ODI,South Africa,bat,Pakistan
1022361,Kennington Oval,India,Sri Lanka,ODI,Sri Lanka,field,Sri Lanka
1022363,Sophia Gardens,Bangladesh,New Zealand,ODI,New Zealand,bat,Bangladesh
1022365,Edgbaston,England,Australia,ODI,England,field,England
1022367,Kennington Oval,India,South Africa,ODI,India,field,India
1022369,Sophia Gardens,Pakistan,Sri Lanka,ODI,Pakistan,field,Pakistan
1022371,Sophia Gardens,England,Pakistan,ODI,Pakistan,field,Pakistan
1022373,Edgbaston,Bangladesh,India,ODI,India,field,India
1022375,Kennington Oval,India,Pakistan,ODI,India,field,Pakistan
1026847,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,ODI,Hong Kong,bat,Hong Kong
1026849,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,ODI,Papua New Guinea,bat,Papua New Guinea
1026851,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,ODI,Papua New Guinea,bat,Hong Kong
1027315,"Sir Vivian Richards Stadium, North Sound",West Indies,England,ODI,West Indies,field,England
1027317,"Sir Vivian Richards Stadium, North Sound",West Indies,England,ODI,West Indies,bat,England
1027319,"Kensington Oval, Bridgetown",West Indies,England,ODI,West Indies,field,England
1029001,County Ground,England,Ireland,ODI,Ireland,bat,England
1029003,Lord's,England,Ireland,ODI,Ireland,field,England
1029819,Shere Bangla National Stadium,Bangladesh,England,ODI,England,bat,England
1029821,Shere Bangla National Stadium,Bangladesh,England,ODI,England,field,Bangladesh
1029823,Zahur Ahmed Chowdhury Stadium,Bangladesh,England,ODI,England,field,England
1030219,Himachal Pradesh Cricket Association Stadium,India,New Zealand,ODI,India,field,India
1030221,Feroz Shah Kotla,India,New Zealand,ODI,India,field,New Zealand
1030223,"Punjab Cricket Association Stadium, Mohali",India,New Zealand,ODI,India,field,India
1030225,JSCA International Stadium Complex,India,New Zealand,ODI,New Zealand,bat,New Zealand
1030227,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,New Zealand,ODI,India,bat,India
1031425,Headingley,England,South Africa,ODI,South Africa,field,England
1031427,The Rose Bowl,England,South Africa,ODI,South Africa,field,England
1031429,Lord's,England,South Africa,ODI,South Africa,field,South Africa
1031667,Old Trafford,West Indies,England,ODI,West Indies,bat,England
1031669,Trent Bridge,England,West Indies,ODI,West Indies,field,Unknown
1031671,County Ground,England,West Indies,ODI,West Indies,field,England
1031673,Kennington Oval,West Indies,England,ODI,England,field,England
1031675,The Rose Bowl,West Indies,England,ODI,England,field,England
1033361,Malahide,Ireland,Bangladesh,ODI,Ireland,field,Unknown
1033363,Malahide,Ireland,New Zealand,ODI,Ireland,field,New Zealand
1033365,Clontarf Cricket Club Ground,Bangladesh,New Zealand,ODI,New Zealand,field,New Zealand
1033367,Malahide,Ireland,Bangladesh,ODI,Bangladesh,field,Bangladesh
1033369,Malahide,Ireland,New Zealand,ODI,Ireland,field,New Zealand
1033371,Clontarf Cricket Club Ground,Bangladesh,New Zealand,ODI,Bangladesh,field,Bangladesh
1034819,Maharashtra Cricket Association Stadium,India,England,ODI,India,field,India
1034821,Barabati Stadium,India,England,ODI,England,field,India
1034823,Eden Gardens,India,England,ODI,India,field,England
1041523,Sheikh Kamal International Cricket Stadium,Bangladesh,South Africa,ODI,South Africa,bat,South Africa
1041525,Sheikh Kamal International Cricket Stadium,Bangladesh,South Africa,ODI,Bangladesh,bat,South Africa
1043953,Manuka Oval,Australia,South Africa,ODI,South Africa,bat,Australia
1043955,Manuka Oval,Australia,South Africa,ODI,Australia,bat,Australia
1043961,International Sports Stadium,Australia,South Africa,ODI,South Africa,field,Australia
1044203,Rangiri Dambulla International Stadium,Sri Lanka,Australia,ODI,Sri Lanka,bat,Australia
1044209,Khettarama Stadium,Sri Lanka,Australia,ODI,Australia,bat,Australia
1050223,Sharjah Cricket Stadium,Pakistan,West Indies,ODI,West Indies,field,Pakistan
1050225,Sharjah Cricket Stadium,Pakistan,West Indies,ODI,Pakistan,bat,Pakistan
1050227,Sheikh Zayed Stadium,Pakistan,West Indies,ODI,Pakistan,bat,Pakistan
1050607,Bert Sutcliffe Oval,New Zealand,Pakistan,ODI,New Zealand,bat,New Zealand
1050609,Bert Sutcliffe Oval,New Zealand,Pakistan,ODI,Pakistan,bat,New Zealand
1050611,Saxton Oval,New Zealand,Pakistan,ODI,New Zealand,field,New Zealand
1050623,Eden Park No 2,New Zealand,Australia,ODI,Australia,bat,New Zealand
1050625,Bay Oval,New Zealand,Australia,ODI,Australia,field,Australia
1050627,Bay Oval,New Zealand,Australia,ODI,Australia,field,Australia
1059195,R Premadasa Stadium,Sri Lanka,England,ODI,Sri Lanka,bat,England
1059196,R Premadasa Stadium,Sri Lanka,England,ODI,England,bat,England
1059710,Harare Sports Club,Zimbabwe,Sri Lanka,ODI,Sri Lanka,field,Sri Lanka
1059711,Harare Sports Club,Sri Lanka,West Indies,ODI,Sri Lanka,field,West Indies
1059712,Queens Sports Club,Zimbabwe,West Indies,ODI,Zimbabwe,bat,Unknown
1059713,Queens Sports Club,Zimbabwe,Sri Lanka,ODI,Zimbabwe,bat,Unknown
1059714,Queens Sports Club,Sri Lanka,West Indies,ODI,West Indies,field,Sri Lanka
1059715,Queens Sports Club,Zimbabwe,West Indies,ODI,Zimbabwe,bat,Zimbabwe
1059716,Queens Sports Club,Zimbabwe,Sri Lanka,ODI,Zimbabwe,bat,Sri Lanka
1062580,Sinhalese Sports Club Ground,Sri Lanka,England,ODI,Sri Lanka,bat,England
1068737,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea,ODI,Papua New Guinea,bat,Papua New Guinea
1072310,Melbourne Cricket Ground,Australia,England,ODI,England,field,England
1072311,"Brisbane Cricket Ground, Woolloongabba",Australia,England,ODI,Australia,bat,England
1072312,Sydney Cricket Ground,England,Australia,ODI,Australia,field,England
1072313,Adelaide Oval,England,Australia,ODI,Australia,field,Australia
1072314,Perth Stadium,England,Australia,ODI,Australia,field,England
1073401,P Sara Oval,Sri Lanka,India,ODI,India,bat,India
1073403,Nondescripts Cricket Club Ground,Pakistan,South Africa,ODI,South Africa,bat,South Africa
1073405,Nondescripts Cricket Club Ground,Sri Lanka,Ireland,ODI,Sri Lanka,bat,Sri Lanka
1073408,P Sara Oval,Bangladesh,Pakistan,ODI,Pakistan,bat,Pakistan
1073411,P Sara Oval,India,Ireland,ODI,India,bat,India
1073413,P Sara Oval,Bangladesh,South Africa,ODI,Bangladesh,bat,South Africa
1073421,P Sara Oval,India,South Africa,ODI,South Africa,field,India
1073422,Nondescripts Cricket Club Ground,Sri Lanka,Pakistan,ODI,Sri Lanka,field,Sri Lanka
1073423,Colombo Cricket Club Ground,Bangladesh,Ireland,ODI,Bangladesh,field,Bangladesh
1073424,P Sara Oval,Sri Lanka,South Africa,ODI,Sri Lanka,bat,South Africa
1073425,Nondescripts Cricket Club Ground,Bangladesh,India,ODI,India,field,India
1073426,Colombo Cricket Club Ground,Ireland,Pakistan,ODI,Pakistan,bat,Pakistan
1073427,P Sara Oval,India,Pakistan,ODI,India,field,India
1073428,Nondescripts Cricket Club Ground,Sri Lanka,Bangladesh,ODI,Bangladesh,field,Sri Lanka
1073429,Colombo Cricket Club Ground,Ireland,South Africa,ODI,Ireland,bat,South Africa
1073430,P Sara Oval,India,South Africa,ODI,South Africa,bat,India
1075504,Diamond Oval,Bangladesh,South Africa,ODI,Bangladesh,bat,South Africa
1075505,Boland Park,South Africa,Bangladesh,ODI,Bangladesh,field,South Africa
1075506,Buffalo Park,South Africa,Bangladesh,ODI,South Africa,bat,South Africa
1077949,Providence Stadium,West Indies,Pakistan,ODI,West Indies,field,West Indies
1077950,Providence Stadium,West Indies,Pakistan,ODI,West Indies,field,Pakistan
1077951,Providence Stadium,West Indies,Pakistan,ODI,West Indies,bat,Pakistan
1078659,Sheikh Zayed Stadium,Hong Kong,Scotland,ODI,Hong Kong,field,Hong Kong
1078660,Dubai International Cricket Stadium,United Arab Emirates,Scotland,ODI,Scotland,bat,United Arab Emirates
1078661,Dubai International Cricket Stadium,United Arab Emirates,Hong Kong,ODI,United Arab Emirates,field,United Arab Emirates
1080630,ICC Global Cricket Academy,United Arab Emirates,Ireland,ODI,United Arab Emirates,field,Ireland
1080631,ICC Global Cricket Academy,United Arab Emirates,Ireland,ODI,United Arab Emirates,bat,Ireland
1083446,Rangiri Dambulla International Stadium,Sri Lanka,Bangladesh,ODI,Sri Lanka,field,Bangladesh
1083447,Rangiri Dambulla International Stadium,Sri Lanka,Bangladesh,ODI,Sri Lanka,bat,Unknown
1083448,Sinhalese Sports Club Ground,Sri Lanka,Bangladesh,ODI,Bangladesh,field,Sri Lanka
1085945,County Ground,New Zealand,Sri Lanka,ODI,New Zealand,field,New Zealand
1085946,County Ground,England,India,ODI,England,field,India
1085947,Grace Road,Pakistan,South Africa,ODI,South Africa,field,South Africa
1085948,County Ground,Australia,West Indies,ODI,West Indies,bat,Australia
1085949,Grace Road,England,Pakistan,ODI,Pakistan,field,England
1085951,County Ground,India,West Indies,ODI,India,field,India
1085952,County Ground,Australia,Sri Lanka,ODI,Australia,field,Australia
1085953,County Ground,England,Sri Lanka,ODI,Sri Lanka,bat,England
1085954,County Ground,Australia,New Zealand,ODI,New Zealand,bat,Australia
1085955,County Ground,India,Pakistan,ODI,India,bat,India
1085956,Grace Road,South Africa,West Indies,ODI,South Africa,field,South Africa
1085957,County Ground,England,South Africa,ODI,England,bat,England
1085958,County Ground,India,Sri Lanka,ODI,India,bat,India
1085959,Grace Road,Australia,Pakistan,ODI,Australia,bat,Australia
1085960,County Ground,New Zealand,West Indies,ODI,New Zealand,field,New Zealand
1085961,County Ground,New Zealand,Pakistan,ODI,Pakistan,bat,New Zealand
1085962,Grace Road,India,South Africa,ODI,India,field,South Africa
1085963,County Ground,England,Australia,ODI,England,bat,England
1085964,County Ground,Sri Lanka,West Indies,ODI,Sri Lanka,field,West Indies
1085965,Grace Road,Pakistan,West Indies,ODI,Pakistan,field,West Indies
1085966,County Ground,South Africa,Sri Lanka,ODI,Sri Lanka,bat,South Africa
1085967,County Ground,Australia,India,ODI,Australia,field,Australia
1085968,County Ground,England,New Zealand,ODI,England,bat,England
1085969,County Ground,Australia,South Africa,ODI,Australia,bat,Australia
1085970,County Ground,England,West Indies,ODI,West Indies,field,England
1085971,County Ground,India,New Zealand,ODI,New Zealand,field,India
1085972,Grace Road,Pakistan,Sri Lanka,ODI,Sri Lanka,bat,Sri Lanka
1085973,County Ground,South Africa,England,ODI,South Africa,bat,England
1085974,County Ground,India,Australia,ODI,India,bat,India
1085975,Lord's,England,India,ODI,England,bat,England
1086063,Allan Border Field,England,Australia,ODI,Australia,field,Australia
1086064,International Sports Stadium,Australia,England,ODI,England,field,Australia
1089183,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea,ODI,United Arab Emirates,bat,United Arab Emirates
1089419,"Grange Cricket Club Ground, Raeburn Place",Scotland,Zimbabwe,ODI,Scotland,bat,Scotland
1089420,"Grange Cricket Club Ground, Raeburn Place",Scotland,Zimbabwe,ODI,Scotland,bat,Zimbabwe
1089521,North-West University No1 Ground,India,Ireland,ODI,India,field,India
1089522,North-West University No1 Ground,South Africa,India,ODI,India,field,India
1089524,Senwes Park,South Africa,Ireland,ODI,South Africa,bat,South Africa
1089528,Senwes Park,South Africa,India,ODI,India,field,South Africa
1089530,North-West University No1 Ground,South Africa,Ireland,ODI,South Africa,bat,South Africa
1089533,Senwes Park,South Africa,India,ODI,India,field,India
1098206,"Queen's Park Oval, Port of Spain",West Indies,India,ODI,West Indies,field,Unknown
1098207,"Queen's Park Oval, Port of Spain",West Indies,India,ODI,West Indies,field,India
1098208,"Sir Vivian Richards Stadium, North Sound",West Indies,India,ODI,West Indies,field,India
1098209,"Sir Vivian Richards Stadium, North Sound",West Indies,India,ODI,West Indies,bat,West Indies
1098210,"Sabina Park, Kingston",West Indies,India,ODI,West Indies,bat,India
1104478,Galle International Stadium,Sri Lanka,Zimbabwe,ODI,Sri Lanka,bat,Zimbabwe
1104479,Galle International Stadium,Sri Lanka,Zimbabwe,ODI,Sri Lanka,field,Sri Lanka
1104480,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,ODI,Sri Lanka,field,Sri Lanka
1104481,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,ODI,Sri Lanka,bat,Zimbabwe
1104482,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,ODI,Zimbabwe,field,Zimbabwe
1109605,Rangiri Dambulla International Stadium,Sri Lanka,India,ODI,India,field,India
1109606,Pallekele International Cricket Stadium,Sri Lanka,India,ODI,India,field,India
1109607,Pallekele International Cricket Stadium,Sri Lanka,India,ODI,Sri Lanka,bat,India
1109608,"R.Premadasa Stadium, Khettarama",India,Sri Lanka,ODI,India,bat,India
1109609,"R.Premadasa Stadium, Khettarama",Sri Lanka,India,ODI,Sri Lanka,bat,India
1115775,Seddon Park,England,New Zealand,ODI,New Zealand,field,New Zealand
1115776,Bay Oval,New Zealand,England,ODI,England,field,England
1115777,Westpac Stadium,England,New Zealand,ODI,New Zealand,field,England
1115778,University Oval,England,New Zealand,ODI,New Zealand,field,New Zealand
1115779,Hagley Oval,New Zealand,England,ODI,England,field,England
1115795,Cobham Oval (New),West Indies,New Zealand,ODI,New Zealand,field,New Zealand
1115796,Hagley Oval,New Zealand,West Indies,ODI,West Indies,field,New Zealand
1115797,Hagley Oval,New Zealand,West Indies,ODI,New Zealand,bat,New Zealand
1115802,Basin Reserve,New Zealand,Pakistan,ODI,Pakistan,field,New Zealand
1115803,Saxton Oval,Pakistan,New Zealand,ODI,Pakistan,bat,New Zealand
1115804,University Oval,New Zealand,Pakistan,ODI,New Zealand,bat,New Zealand
1115805,Seddon Park,Pakistan,New Zealand,ODI,Pakistan,bat,New Zealand
1115806,Basin Reserve,New Zealand,Pakistan,ODI,New Zealand,bat,New Zealand
1119496,"MA Chidambaram Stadium, Chepauk",India,Australia,ODI,India,bat,India
1119497,Eden Gardens,India,Australia,ODI,India,bat,India
1119498,Holkar Cricket Stadium,Australia,India,ODI,Australia,bat,India
1119499,M.Chinnaswamy Stadium,Australia,India,ODI,Australia,bat,Australia
1119500,"Vidarbha Cricket Association Stadium, Jamtha",Australia,India,ODI,Australia,bat,India
1119537,Kennington Oval,Australia,England,ODI,Australia,bat,England
1119538,Sophia Gardens,England,Australia,ODI,Australia,field,England
1119539,Trent Bridge,England,Australia,ODI,Australia,field,England
1119540,Riverside Ground,Australia,England,ODI,Australia,bat,England
1119541,Old Trafford,Australia,England,ODI,Australia,bat,England
1119546,Trent Bridge,England,India,ODI,India,field,India
1119547,Lord's,England,India,ODI,England,bat,England
1119548,Headingley,India,England,ODI,England,field,England
1120090,Wankhede Stadium,India,New Zealand,ODI,India,bat,New Zealand
1120091,Maharashtra Cricket Association Stadium,New Zealand,India,ODI,New Zealand,bat,India
1120092,Green Park,India,New Zealand,ODI,New Zealand,field,India
1120286,Dubai International Cricket Stadium,Pakistan,Sri Lanka,ODI,Sri Lanka,field,Pakistan
1120287,Sheikh Zayed Stadium,Pakistan,Sri Lanka,ODI,Pakistan,bat,Pakistan
1120288,Sheikh Zayed Stadium,Sri Lanka,Pakistan,ODI,Sri Lanka,bat,Pakistan
1120289,Sharjah Cricket Stadium,Sri Lanka,Pakistan,ODI,Sri Lanka,bat,Pakistan
1120290,Sharjah Cricket Stadium,Sri Lanka,Pakistan,ODI,Sri Lanka,bat,Pakistan
1122279,Kingsmead,South Africa,India,ODI,South Africa,bat,India
1122280,SuperSport Park,South Africa,India,ODI,India,field,India
1122281,Newlands,India,South Africa,ODI,South Africa,field,India
1122282,The Wanderers Stadium,India,South Africa,ODI,India,bat,South Africa
1122283,St George's Park,India,South Africa,ODI,South Africa,field,India
1122284,SuperSport Park,South Africa,India,ODI,India,field,India
1122726,Himachal Pradesh Cricket Association Stadium,India,Sri Lanka,ODI,Sri Lanka,field,Sri Lanka
1122727,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,Sri Lanka,ODI,Sri Lanka,field,India
1122728,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sri Lanka,India,ODI,India,field,India
1122904,Sharjah Cricket Stadium,New Zealand,Pakistan,ODI,New Zealand,bat,New Zealand
1122905,Sharjah Cricket Stadium,Pakistan,New Zealand,ODI,Pakistan,bat,New Zealand
1122906,Sharjah Cricket Stadium,New Zealand,Pakistan,ODI,New Zealand,bat,Pakistan
1123204,Diamond Oval,India,South Africa,ODI,South Africa,field,India
1123205,Senwes Park,India,South Africa,ODI,India,bat,South Africa
1124089,ICC Academy,Hong Kong,Papua New Guinea,ODI,Papua New Guinea,field,Hong Kong
1126717,"County Ground, New Road",England,South Africa,ODI,England,bat,South Africa
1126718,County Ground,England,South Africa,ODI,South Africa,field,England
1126719,St Lawrence Ground,South Africa,England,ODI,South Africa,bat,England
1126727,Headingley,England,New Zealand,ODI,England,bat,England
1126728,County Ground,England,New Zealand,ODI,England,bat,England
1126729,Grace Road,England,New Zealand,ODI,England,bat,New Zealand
1130737,"Shere Bangla National Stadium, Mirpur",Zimbabwe,Bangladesh,ODI,Bangladesh,field,Bangladesh
1130738,"Shere Bangla National Stadium, Mirpur",Zimbabwe,Sri Lanka,ODI,Sri Lanka,field,Zimbabwe
1130739,"Shere Bangla National Stadium, Mirpur",Bangladesh,Sri Lanka,ODI,Bangladesh,bat,Bangladesh
1130740,"Shere Bangla National Stadium, Mirpur",Zimbabwe,Sri Lanka,ODI,Zimbabwe,bat,Sri Lanka
1130741,"Shere Bangla National Stadium, Mirpur",Bangladesh,Zimbabwe,ODI,Bangladesh,bat,Bangladesh
1130742,"Shere Bangla National Stadium, Mirpur",Bangladesh,Sri Lanka,ODI,Bangladesh,bat,Sri Lanka
1130743,"Shere Bangla National Stadium, Mirpur",Sri Lanka,Bangladesh,ODI,Sri Lanka,bat,Sri Lanka
1131232,Reliance Stadium,India,Australia,ODI,India,bat,Australia
1131233,Reliance Stadium,Australia,India,ODI,India,field,Australia
1131274,ICC Academy,United Arab Emirates,Ireland,ODI,Ireland,field,Ireland
1131275,ICC Academy,Ireland,United Arab Emirates,ODI,Ireland,bat,Ireland
1131276,ICC Academy,Scotland,Ireland,ODI,Ireland,field,Ireland
1131277,ICC Academy,Ireland,Scotland,ODI,Ireland,bat,Ireland
1131278,ICC Academy,Scotland,United Arab Emirates,ODI,United Arab Emirates,field,Scotland
1131279,ICC Academy,Scotland,United Arab Emirates,ODI,Scotland,bat,United Arab Emirates
1131777,"Vidarbha Cricket Association Stadium, Jamtha",India,England,ODI,India,bat,England
1131778,"Vidarbha Cricket Association Stadium, Jamtha",England,India,ODI,England,bat,India
1133002,Harare Sports Club,Papua New Guinea,Ireland,ODI,Ireland,field,Ireland
1133003,Old Hararians,West Indies,United Arab Emirates,ODI,West Indies,bat,West Indies
1133005,Bulawayo Athletic Club,Hong Kong,Scotland,ODI,Scotland,field,Scotland
1133007,Old Hararians,Papua New Guinea,West Indies,ODI,Papua New Guinea,bat,West Indies
1133010,Harare Sports Club,West Indies,Ireland,ODI,Ireland,field,West Indies
1133012,Queens Sports Club,Zimbabwe,Hong Kong,ODI,Hong Kong,field,Zimbabwe
1133015,Old Hararians,Ireland,United Arab Emirates,ODI,United Arab Emirates,field,Ireland
1133017,Queens Sports Club,Zimbabwe,Scotland,ODI,Zimbabwe,bat,Unknown
1133019,Queens Sports Club,Scotland,United Arab Emirates,ODI,Scotland,bat,Scotland
1133022,Harare Sports Club,Zimbabwe,Ireland,ODI,Ireland,field,Zimbabwe
1133023,Old Hararians,Papua New Guinea,Hong Kong,ODI,Papua New Guinea,bat,Papua New Guinea
1133025,Harare Sports Club,Ireland,Scotland,ODI,Scotland,field,Ireland
1133026,Harare Sports Club,Zimbabwe,West Indies,ODI,Zimbabwe,bat,West Indies
1133028,Harare Sports Club,West Indies,Scotland,ODI,Scotland,field,West Indies
1133029,Harare Sports Club,United Arab Emirates,Zimbabwe,ODI,Zimbabwe,field,United Arab Emirates
1134540,Harare Sports Club,United Arab Emirates,Papua New Guinea,ODI,Papua New Guinea,field,United Arab Emirates
1138191,Bert Sutcliffe Oval,New Zealand,West Indies,ODI,West Indies,field,New Zealand
1138192,Bert Sutcliffe Oval,West Indies,New Zealand,ODI,New Zealand,field,New Zealand
1138193,Hagley Oval,New Zealand,West Indies,ODI,West Indies,field,New Zealand
1138200,Rangiri Dambulla International Stadium,Pakistan,Sri Lanka,ODI,Pakistan,bat,Pakistan
1138201,Rangiri Dambulla International Stadium,Pakistan,Sri Lanka,ODI,Pakistan,bat,Pakistan
1140379,Rangiri Dambulla International Stadium,England,Sri Lanka,ODI,Sri Lanka,field,Unknown
1140380,Rangiri Dambulla International Stadium,England,Sri Lanka,ODI,Sri Lanka,field,England
1140381,Pallekele International Cricket Stadium,Sri Lanka,England,ODI,England,field,England
1140382,Pallekele International Cricket Stadium,Sri Lanka,England,ODI,England,field,England
1140383,"R.Premadasa Stadium, Khettarama",Sri Lanka,England,ODI,Sri Lanka,bat,Sri Lanka
1142584,Rangiri Dambulla International Stadium,Sri Lanka,South Africa,ODI,Sri Lanka,bat,South Africa
1142585,Rangiri Dambulla International Stadium,Sri Lanka,South Africa,ODI,Sri Lanka,bat,South Africa
1142586,Pallekele International Cricket Stadium,South Africa,Sri Lanka,ODI,Sri Lanka,field,South Africa
1142587,Pallekele International Cricket Stadium,Sri Lanka,South Africa,ODI,South Africa,field,Sri Lanka
1142588,"R.Premadasa Stadium, Khettarama",Sri Lanka,South Africa,ODI,Sri Lanka,bat,Sri Lanka
1142920,Queens Sports Club,Pakistan,Zimbabwe,ODI,Zimbabwe,field,Pakistan
1142921,Queens Sports Club,Zimbabwe,Pakistan,ODI,Zimbabwe,bat,Pakistan
1142922,Queens Sports Club,Zimbabwe,Pakistan,ODI,Zimbabwe,bat,Pakistan
1142923,Queens Sports Club,Pakistan,Zimbabwe,ODI,Pakistan,bat,Pakistan
1142924,Queens Sports Club,Pakistan,Zimbabwe,ODI,Pakistan,bat,Pakistan
1144146,Diamond Oval,Zimbabwe,South Africa,ODI,South Africa,field,South Africa
1144147,Mangaung Oval,South Africa,Zimbabwe,ODI,South Africa,bat,South Africa
1144148,Boland Park,Zimbabwe,South Africa,ODI,Zimbabwe,bat,South Africa
1144156,St George's Park,South Africa,Pakistan,ODI,South Africa,bat,Pakistan
1144157,Kingsmead,South Africa,Pakistan,ODI,South Africa,field,South Africa
1144158,SuperSport Park,South Africa,Pakistan,ODI,Pakistan,bat,South Africa
1144159,The Wanderers Stadium,South Africa,Pakistan,ODI,Pakistan,field,Pakistan
1144160,Newlands,South Africa,Pakistan,ODI,South Africa,field,South Africa
1144167,The Wanderers Stadium,South Africa,Sri Lanka,ODI,South Africa,field,South Africa
1144168,SuperSport Park,South Africa,Sri Lanka,ODI,Sri Lanka,field,South Africa
1144169,Kingsmead,South Africa,Sri Lanka,ODI,Sri Lanka,field,South Africa
1144170,St George's Park,South Africa,Sri Lanka,ODI,South Africa,field,South Africa
1144171,Newlands,South Africa,Sri Lanka,ODI,Sri Lanka,bat,South Africa
1144435,Senwes Park,South Africa,Bangladesh,ODI,South Africa,bat,South Africa
1144436,Senwes Park,Bangladesh,South Africa,ODI,Bangladesh,bat,South Africa
1144437,Diamond Oval,Bangladesh,South Africa,ODI,South Africa,field,South Africa
1144438,Diamond Oval,South Africa,Bangladesh,ODI,South Africa,bat,South Africa
1144439,Mangaung Oval,Bangladesh,South Africa,ODI,South Africa,field,South Africa
1144483,Kennington Oval,England,South Africa,ODI,South Africa,field,England
1144484,Trent Bridge,Pakistan,West Indies,ODI,West Indies,field,West Indies
1144485,Sophia Gardens,New Zealand,Sri Lanka,ODI,New Zealand,field,New Zealand
1144487,Kennington Oval,Bangladesh,South Africa,ODI,South Africa,field,Bangladesh
1144488,Trent Bridge,England,Pakistan,ODI,England,field,Pakistan
1144490,The Rose Bowl,India,South Africa,ODI,South Africa,bat,India
1144491,Kennington Oval,Bangladesh,New Zealand,ODI,New Zealand,field,New Zealand
1144492,Trent Bridge,Australia,West Indies,ODI,West Indies,field,Australia
1144494,Sophia Gardens,England,Bangladesh,ODI,Bangladesh,field,England
1144496,Kennington Oval,Australia,India,ODI,India,bat,India
1144497,The Rose Bowl,South Africa,West Indies,ODI,West Indies,field,Unknown
1144499,The Cooper Associates County Ground,Australia,Pakistan,ODI,Pakistan,field,Australia
1144501,The Rose Bowl,England,West Indies,ODI,England,field,England
1144502,Kennington Oval,Australia,Sri Lanka,ODI,Sri Lanka,field,Australia
1144504,Old Trafford,India,Pakistan,ODI,Pakistan,field,India
1144505,The Cooper Associates County Ground,Bangladesh,West Indies,ODI,Bangladesh,field,Bangladesh
1144507,Edgbaston,New Zealand,South Africa,ODI,New Zealand,field,New Zealand
1144508,Trent Bridge,Australia,Bangladesh,ODI,Australia,bat,Australia
1144509,Headingley,England,Sri Lanka,ODI,Sri Lanka,bat,Sri Lanka
1144511,Old Trafford,New Zealand,West Indies,ODI,West Indies,field,New Zealand
1144512,Lord's,Pakistan,South Africa,ODI,Pakistan,bat,Pakistan
